title,vqq_score,need_vip,cast,play_amt,vqq_play_link,img_link
血色深宅,8.0,True,主演：朱一龙 吴晓丹 王艺曈 宋卉如,57万,"<a href=""https://v.qq.com/x/cover/r2bddd5wo90t1yc.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/r2bddd5wo90t1yc1533700520/220"">"
插翅难飞,8.0,True,主演：狄龙 井莉 白彪 井淼,475万,"<a href=""https://v.qq.com/x/cover/7yvlbxv4o7ip7t0.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/7yvlbxv4o7ip7t01548830203/220"">"
天崩地裂,8.0,True,主演：皮尔斯·布鲁斯南 琳达·汉密尔顿 格兰特·赫斯洛夫,187万,"<a href=""https://v.qq.com/x/cover/cx38kgf4a78bs1q.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/cx38kgf4a78bs1qt1444810375.jpg/220"">"
无味神探,8.0,True,主演：刘青云 李若彤 庹宗华 黄卓玲 元彬,264万,"<a href=""https://v.qq.com/x/cover/3outbqxfc8s2led.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/3outbqxfc8s2led1550807429/220"">"
夺命佳人,8.0,True,主演：林青霞 梁家辉 麦洁文,261万,"<a href=""https://v.qq.com/x/cover/7nrsdxuh6hf5dj9.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/7nrsdxuh6hf5dj9t1453608015.jpg/220"">"
越空狂龙,8.0,True,主演：西尔维斯特·史泰龙 韦斯利·斯奈普斯 桑德拉·布洛克,609万,"<a href=""https://v.qq.com/x/cover/o5kqfudkfijtqk4.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/o5kqfudkfijtqk41489388742/220"">"
英伦琵琶,8.0,True,主演：林子祥 钟楚红 泰迪罗宾,470万,"<a href=""https://v.qq.com/x/cover/7smen1f2xmay7jb.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/7smen1f2xmay7jb1496134021/220"">"
小飞侠,8.0,True,主演：谢苗 吴孟达 卢惠光 郑柏林,1564万,"<a href=""https://v.qq.com/x/cover/eemnut7nv8u5cv1.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/eemnut7nv8u5cv1t1454828415.jpg/220"">"
十字军 上,8.0,True,主演：亚历桑德罗·加斯曼 约翰尼斯·布兰纳普,64万,"<a href=""https://v.qq.com/x/cover/f87t4ihchooc2ty.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/f87t4ihchooc2ty1511251068/220"">"
惊天核网,8.0,True,主演：本·阿弗莱克 摩根·弗里曼 詹姆斯·克伦威尔 列维·施瑞博尔,148万,"<a href=""https://v.qq.com/x/cover/9u0v6jjr7mvlg71.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/9u0v6jjr7mvlg711507690266/220"">"
开心勿语,8.0,True,主演：梅艳芳 曾志伟 吴君如 蔡一杰,503万,"<a href=""https://v.qq.com/x/cover/g7947kdhnh8qjsh.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/g7947kdhnh8qjsht1456025418.jpg/220"">"
贱女孩,8.0,True,主演：琳赛·洛翰 瑞秋·麦克亚当斯 莱西·沙伯特 乔纳森·本内特,966万,"<a href=""https://v.qq.com/x/cover/9m7qfwg1wn8sdq6.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/9m7qfwg1wn8sdq61507708864/220"">"
魔法灰姑娘,8.0,True,主演：安妮·海瑟薇 休·丹西 加利·艾尔维斯 乔安娜·林莉 露茜·彭奇,332万,"<a href=""https://v.qq.com/x/cover/g5ca0io5v5o3g4p.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/g5ca0io5v5o3g4pt1444844567.jpg/220"">"
精灵鼠小弟3,8.0,True,聪明热心的童年小伙伴,138万,"<a href=""https://v.qq.com/x/cover/0f2x4t42gqz12u9.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/0f2x4t42gqz12u9t1444789595.jpg/220"">"
童军手册之僵尸启示录,8.0,True,主演：豪斯顿·塞奇 帕特里克·施瓦辛格 罗根·米勒 泰尔·谢里丹,491万,"<a href=""https://v.qq.com/x/cover/58weua0ko9d8zv4.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/58weua0ko9d8zv4t1454396415.jpg/220"">"
武士,8.0,True,主演：安圣基 郑雨盛 朱镇模 章子怡 朴勇宇,1353万,"<a href=""https://v.qq.com/x/cover/1onwoe92et3f83l.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/1onwoe92et3f83lt1444802953.jpg/220"">"
血玉咒,8.0,True,主演：彭冠英 朱一龙 薛薇 卿昕 王艺曈,47万,"<a href=""https://v.qq.com/x/cover/hps0tk58sti0665.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/hps0tk58sti06651533030237/220"">"
大事件,8.0,True,主演：陈慧琳 张家辉 任贤齐 尤勇智,2102万,"<a href=""https://v.qq.com/x/cover/06p5l2oj091zzm1.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/06p5l2oj091zzm1t1444787167.jpg/220"">"
极限空间,8.0,True,主演：阿雷胡·苏拉斯 伊莲娜·巴雷斯特罗斯 桑提·米兰 Lluis Homar 费德里科·路皮,158万,"<a href=""https://v.qq.com/x/cover/seyc5nz2bogp46y.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/seyc5nz2bogp46yt1444984145.jpg/220"">"
西安杀戮,8.0,True,主演：陈继铭 董志华,290万,"<a href=""https://v.qq.com/x/cover/ad6vcct6gjemy7c.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ad6vcct6gjemy7c1548750878/220"">"
苦妓追忆录,8.0,True,主演：杰拉丁·卓别林 安吉拉·摩琳娜 埃米利洛·艾切瓦利亚,3531万,"<a href=""https://v.qq.com/x/cover/bpyal275d4rytgi.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/bpyal275d4rytgi1525686046/220"">"
偷窥者,8.0,True,主演：朱一龙 朱妍 邢琪琦,72万,"<a href=""https://v.qq.com/x/cover/nxbg7cnhrooanzh.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/nxbg7cnhrooanzh1533703104/220"">"
地铁惊魂,8.0,True,主演：丹泽尔·华盛顿 约翰·特拉沃尔塔 路易斯·古兹曼,132万,"<a href=""https://v.qq.com/x/cover/wuxjvoaw9efurgi.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/wuxjvoaw9efurgit1444927769.jpg/220"">"
海云台,8.0,True,主演：河智苑 薛景求 严正花 朴重勋 李民基,4633万,"<a href=""https://v.qq.com/x/cover/yzesr60ck1wpsam.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/yzesr60ck1wpsamt1444950143.jpg/220"">"
斗气小神仙,8.0,True,主演：张卫健 白允然 陈俊国,240万,"<a href=""https://v.qq.com/x/cover/8t0e3nqj9kpiqwf.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/8t0e3nqj9kpiqwf1550458130/220"">"
神勇奶爸,8.0,True,主演：范·迪塞尔 菲丝·福德 布兰特妮·斯诺 劳伦·格拉汉姆 马克斯·泰瑞奥,2340万,"<a href=""https://v.qq.com/x/cover/g9ev78dkzld8xvw.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/g9ev78dkzld8xvw1484790065/220"">"
惩罚者2：战争特区,8.0,True,主演：雷·史蒂文森 多米尼克·威斯特 道格·休切逊,763万,"<a href=""https://v.qq.com/x/cover/x5qvps8fkfq3981.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/x5qvps8fkfq3981t1444930860.jpg/220"">"
国家利益,8.0,True,主演：米克尔·佩斯勃兰特 萨巴·穆巴拉克 大卫·丹席克 潘妮拉·奥古斯特 杰森·弗莱明 芳妮·莱森伯格,938万,"<a href=""https://v.qq.com/x/cover/1tuxop0iyhlmmz5.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/1tuxop0iyhlmmz5t1444804493.jpg/220"">"
顶级较量,8.0,True,主演：李政宰 申河均 金义城,454万,"<a href=""https://v.qq.com/x/cover/xqfxqjg9u89aiev.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/xqfxqjg9u89aiev1525242280/220"">"
鸿运当头,8.0,True,主演：郑则仕 泰迪罗宾,504万,"<a href=""https://v.qq.com/x/cover/azihnkn8lilygwa.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/azihnkn8lilygwa1550457995/220"">"
血溅13号警署,8.0,True,主演：伊桑·霍克 劳伦斯·菲什伯恩 玛丽亚·贝罗 加布里埃尔·伯恩 布莱恩·丹内利 马特·克拉文 彼特·布莱恩特 金·寇兹,130万,"<a href=""https://v.qq.com/x/cover/9p8489bu6b9gvhp.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/9p8489bu6b9gvhp1522737562/220"">"
新年行动,8.0,True,主演：沙鲁克·汗 迪皮卡·帕度柯妮 阿努拉格·卡施亚普 阿皮谢克·巴真,1072万,"<a href=""https://v.qq.com/x/cover/a18c7957sukpu3b.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/a18c7957sukpu3b1508318571/220"">"
麻木,8.0,True,主演：吉米·巴姆博 玛莉·艾格洛蒲露丝 阿莱克斯·潘诺维奇 柯林·坎宁安 Stefanie von Pfetten,151万,"<a href=""https://v.qq.com/x/cover/zpjg0b5gz7b921z.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/zpjg0b5gz7b921z1508747079/220"">"
尖峰时刻3,8.0,True,主演：克里斯·塔克 成龙 真田广之,3217万,"<a href=""https://v.qq.com/x/cover/bpncmf51bahhxj4.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/bpncmf51bahhxj4t1444797454.jpg/220"">"
杂技亡命队,8.0,True,主演：罗莽 江生 孙建 郭追,532万,"<a href=""https://v.qq.com/x/cover/7u3kkl1ihiao04a.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/7u3kkl1ihiao04a1548829349/220"">"
焦点,8.0,True,主演：威尔·史密斯 罗德里格·桑托罗 玛格特·罗比,1092万,"<a href=""https://v.qq.com/x/cover/ijjcqer4t5rgcm0.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ijjcqer4t5rgcm0t1444879717.jpg/220"">"
火烧红莲寺,8.0,True,主演：程东 季天笙 李若彤 杨升,1233万,"<a href=""https://v.qq.com/x/cover/ojpqh70336u44fx.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ojpqh70336u44fx1550109077/220"">"
我爱罗兰度,8.0,True,主演：陈百祥 夏文汐 王晶 陈惠敏,526万,"<a href=""https://v.qq.com/x/cover/vg1x8dshmn1z6mb.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/vg1x8dshmn1z6mb1542781880/220"">"
十七岁,8.0,True,主演：任贤齐 贾静雯,1311万,"<a href=""https://v.qq.com/x/cover/h2go8hpynds6nch.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/h2go8hpynds6nch1556001987/220"">"
战争,8.0,True,主演：皮鲁·埃斯贝克 图娃·诺沃妮 达尔·萨利姆 索伦·莫灵,78万,"<a href=""https://v.qq.com/x/cover/l15cin10zu2hbm4.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/l15cin10zu2hbm4t1452783615.jpg/220"">"
纳尼亚传奇3：黎明踏浪号,8.0,True,主演：本·巴恩斯 斯堪德·凯恩斯 乔基·亨莉 威尔·保尔特 特里·诺瑞斯,385万,"<a href=""https://v.qq.com/x/cover/csbbb9h2go1gsb2.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/csbbb9h2go1gsb2t1444808939.jpg/220"">"
拯救乳房,8.0,False,主演：亚伦·保尔 玛姬·格蕾斯 爱丽丝·伊芙,539万,"<a href=""https://v.qq.com/x/cover/twx6uzbstvevi24.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/twx6uzbstvevi24t1445000274.jpg/220"">"
求爱反斗星,8.0,True,主演：陈百祥,604万,"<a href=""https://v.qq.com/x/cover/2b99n156v8iaa01.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/2b99n156v8iaa011542111849/220"">"
两周情人,8.0,True,主演：桑德拉·布洛克 休·格兰特 艾丽西亚·维特,55万,"<a href=""https://v.qq.com/x/cover/fewbrmdc36vrx16.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/fewbrmdc36vrx16t1444836944.jpg/220"">"
星河战队：入侵,8.0,True,虫族入侵大战一触即发,938万,"<a href=""https://v.qq.com/x/cover/4fy1qqxbk9y2mif.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/4fy1qqxbk9y2mif1555395364/220"">"
刀锋战士3,8.0,True,主演：韦斯利·斯奈普斯 克里斯·克里斯托佛森 多米尼克·珀塞尔 杰西卡·贝尔 瑞恩·雷诺兹,964万,"<a href=""https://v.qq.com/x/cover/hj28fq8kx5t99tg.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/hj28fq8kx5t99tgt1444858522.jpg/220"">"
无敌鸳鸯腿,8.0,True,主演：王群 王赤 李光,320万,"<a href=""https://v.qq.com/x/cover/3a4nqq7sz38l8dy.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/3a4nqq7sz38l8dy1517566090/220"">"
任务：厮守终身,8.0,False,主演：弗洛伦斯·卢瓦雷 Didda Jónsdóttir 萨米尔·盖丝米,81万,"<a href=""https://v.qq.com/x/cover/1l7225qhduia4ki.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/1l7225qhduia4ki1515033673/220"">"
终极奇兵,8.0,True,主演：安东尼奥·班德拉斯 弗拉基米尔库利奇 丹尼斯·史托霍伊 奥马尔·沙里夫,140万,"<a href=""https://v.qq.com/x/cover/mrgsx3s1sv8qlgi.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/mrgsx3s1sv8qlgit1464760969.jpg/220"">"
法中情,8.0,True,主演：郑裕玲 万梓良 林俊贤 王祖贤 刘美君,1077万,"<a href=""https://v.qq.com/x/cover/k974pwtguh4o24n.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/k974pwtguh4o24n1550202154/220"">"
教头,8.0,True,主演：狄龙 赵雅芝 汪禹 谷峰,667万,"<a href=""https://v.qq.com/x/cover/uoxpzuitjqi4m0a.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/uoxpzuitjqi4m0a1548831402/220"">"
萨拉热窝之死,8.0,False,主演：雅各布·韦伯 斯内扎娜·马尔科维奇 伊兹丁·巴乔维奇 韦德拉娜·塞克桑,31万,"<a href=""https://v.qq.com/x/cover/5st600m1dsayxyv.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/5st600m1dsayxyv1512115338/220"">"
乔伊的奋斗,8.0,True,主演：詹妮弗·劳伦斯 罗伯特·德尼罗 布莱德利·库珀 埃德加·拉米雷兹 伊丽莎白·霍尔姆,296万,"<a href=""https://v.qq.com/x/cover/y81te87g5xs1h9l.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/y81te87g5xs1h9l1523355645/220"">"
林世荣,8.0,True,主演：樊梅生 洪金宝 林正英 钟发 元彪,1092万,"<a href=""https://v.qq.com/x/cover/051iv3aesf8txwv.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/051iv3aesf8txwvt1444786687.jpg/220"">"
罪途1之死亡列车,8.0,True,主演：韩朴俊 朱颜曼滋 何索 李心敏 韩秋池 尹航 红花 穆梦娇,1亿,"<a href=""https://v.qq.com/x/cover/3ou2gtkskly3a99.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/3ou2gtkskly3a991525939711/220"">"
金臂童,8.0,True,主演：孙建 罗莽 潘冰嫦 江生 鹿峰,421万,"<a href=""https://v.qq.com/x/cover/2lz0v52as4ftrzx.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/2lz0v52as4ftrzx1542191468/220"">"
钱学森,8.0,True,主演：陈坤 张雨绮 连凯,66万,"<a href=""https://v.qq.com/x/cover/7wofxmaheqec3xa.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/7wofxmaheqec3xa1556000693/220"">"
岁月无声,8.0,True,主演：范植伟 马思纯 蒙亭宜,227万,"<a href=""https://v.qq.com/x/cover/1e1redzykph6mlv.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/1e1redzykph6mlvt1444799818.jpg/220"">"
office有鬼,8.0,True,主演：冯德伦 陈小春 莫文蔚 舒淇,779万,"<a href=""https://v.qq.com/x/cover/ku90q6nd0ji1yph.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ku90q6nd0ji1ypht1463857342.jpg/220"">"
长短脚之恋,8.0,True,主演：周润发 王祖贤 利智 王青 黄沾,1275万,"<a href=""https://v.qq.com/x/cover/5vouxrxierf1afm.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/5vouxrxierf1afm1523517936/220"">"
远距离爱情,8.0,True,主演：德鲁·巴里摩尔 贾斯汀·朗,158万,"<a href=""https://v.qq.com/x/cover/sanu013n6hv60fp.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/sanu013n6hv60fpt1444982842.jpg/220"">"
我的爱我的新娘,8.0,True,主演：曹政奭 申敏儿 尹晶喜 全茂松 黄贞敏,706万,"<a href=""https://v.qq.com/x/cover/2o8m0sa73gufigh.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/2o8m0sa73gufight1444813640.jpg/220"">"
天才与白痴,8.0,True,主演：葛民辉 许志安 朱茵,577万,"<a href=""https://v.qq.com/x/cover/72zuca5byd31rfx.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/72zuca5byd31rfx1484099619/220"">"
披露,8.0,True,主演：迈克尔·道格拉斯 黛米·摩尔 唐纳德·萨瑟兰 卡罗琳·古道 罗马·玛菲娅,1036万,"<a href=""https://v.qq.com/x/cover/pwnnmckbr7r0xg8.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/pwnnmckbr7r0xg8t1444957589.jpg/220"">"
突破乌江,8.0,True,主演：于纯绵 刘江 曲云,274万,"<a href=""https://v.qq.com/x/cover/83wyggj7verlr42.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/83wyggj7verlr421548907987/220"">"
临危不惧,8.0,True,主演：Jan Sosniok 艾莲娜·萨尔瓦·冈萨雷斯 Idil Üner,244万,"<a href=""https://v.qq.com/x/cover/y13o20b4z2nkrun.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/y13o20b4z2nkrun1525229071/220"">"
野火,8.0,True,主演：塚本晋也 中川雅也 中村达也,316万,"<a href=""https://v.qq.com/x/cover/bbw0map950go597.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/bbw0map950go5971555299157/220"">"
十四岁的爱情,8.0,True,主演：维洛妮卡·奥莉维亚 吉赛贝·马吉欧 Beatrice Flammini Flavia Roberto,267万,"<a href=""https://v.qq.com/x/cover/hmpt8gbps0vwzg4.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/hmpt8gbps0vwzg4t1444859553.jpg/220"">"
喜神报仇,8.0,True,主演：李剑生 徐中菲 程天赐 江生 鹿峰,265万,"<a href=""https://v.qq.com/x/cover/4yiow0et29o89lz.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/4yiow0et29o89lz1542195899/220"">"
勇敢者游戏2,8.0,True,主演：克里斯汀·斯图尔特 蒂姆·罗宾斯 乔纳什·波波 乔什·哈切森 戴克斯·夏普德,457万,"<a href=""https://v.qq.com/x/cover/km1yy5eqgika8rm.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/km1yy5eqgika8rmt1444901703.jpg/220"">"
一吻巴黎,8.0,True,主演：奥黛丽·塔图 弗朗索瓦·达米昂 梅兰妮·贝尔内尔 布鲁诺·托德契尼 Josephine de Meaux 皮奥·马麦 莫妮克·肖梅特 奥黛丽·弗洛特,683万,"<a href=""https://v.qq.com/x/cover/bpvff33i8z71li2.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/bpvff33i8z71li2t1444797517.jpg/220"">"
神奇海盗团,8.0,True,《小羊肖恩》团队停格动画大作,40万,"<a href=""https://v.qq.com/x/cover/fzfsfbt94o4hmnp.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/fzfsfbt94o4hmnpt1444842939.jpg/220"">"
忘年恋曲,8.0,True,主演：娜奥米·沃茨 罗宾·怀特 本·门德尔森 沙维尔·塞缪尔 苏菲·露,1601万,"<a href=""https://v.qq.com/x/cover/p737yd1md0l66vj.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/p737yd1md0l66vjt1444950190.jpg/220"">"
环形使者,8.0,True,主演：约瑟夫·高登-莱维特 布鲁斯·威利斯 保罗·达诺 许晴 艾米莉·布朗特,16万,"<a href=""https://v.qq.com/x/cover/zu7kmm5lyikyk3c.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/zu7kmm5lyikyk3ct1444958991.jpg/220"">"
虎胆女儿红,8.0,True,主演：惠英红 李美凤 西协美智子 陈国新 陈欣健,685万,"<a href=""https://v.qq.com/x/cover/udb0xl7vnvu4h4g.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/udb0xl7vnvu4h4g1550197762/220"">"
轰天炮3,8.0,True,主演：梅尔·吉布森 丹尼·格洛弗 乔·佩西 蕾妮·罗素,128万,"<a href=""https://v.qq.com/x/cover/4gwx86d9gruv3ar.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/4gwx86d9gruv3art1444832972.jpg/220"">"
车神,8.0,True,主演：萨加莫尔·斯蒂芬南 彼德·杨波拉德·希尔斯 黛安·克鲁格 让-皮埃尔·卡塞尔 菲力普·巴斯,600万,"<a href=""https://v.qq.com/x/cover/yvkqizqrl85yb91.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/yvkqizqrl85yb91t1444948989.jpg/220"">"
母亲快乐,8.0,True,主演：原岛大地 李丽珍 陈龙,207万,"<a href=""https://v.qq.com/x/cover/7imb0fnrk7tt0pl.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/7imb0fnrk7tt0pl1550719719/220"">"
文雀,8.0,True,主演：任达华 林熙蕾 林家栋 卢海鹏 罗永昌,294万,"<a href=""https://v.qq.com/x/cover/3qjdrufwa4up8l3.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/3qjdrufwa4up8l3t1444825018.jpg/220"">"
开窗,8.0,True,主演：Joel Edgerton RobinTunney 米凯拉·考林,1588万,"<a href=""https://v.qq.com/x/cover/3lte6k4g3qw1h2d.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/3lte6k4g3qw1h2d1530606475/220"">"
回归,8.0,True,主演：刘俊相 金有美 金泰宇 郑有锡,93万,"<a href=""https://v.qq.com/x/cover/p2vmdwah1anm15j.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/p2vmdwah1anm15jt1444948969.jpg/220"">"
蕾切尔的婚礼,8.0,True,主演：安妮·海瑟薇 德博拉·温格 比尔·欧文 罗丝玛丽·德薇特,92万,"<a href=""https://v.qq.com/x/cover/rawkrfjrbxkhj3t.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/rawkrfjrbxkhj3tt1444972331.jpg/220"">"
洗黑钱,8.0,True,主演：甄子丹 关之琳 吴大维 郑裕玲,3140万,"<a href=""https://v.qq.com/x/cover/lkng39yziqsoxav.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/lkng39yziqsoxavt1463911234.jpg/220"">"
床的另一边,8.0,True,主演：苏菲·玛索 丹尼·伯恩 Juliette Arnaud 安妮·杜普蕾,339万,"<a href=""https://v.qq.com/x/cover/jvub4ephxv5hr4p.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/jvub4ephxv5hr4p1539507125/220"">"
火线对峙,8.0,True,主演：布鲁斯·威利斯 凯文·波拉克 本·福斯特 马歇尔·奥尔曼 吉米·本内特,140万,"<a href=""https://v.qq.com/x/cover/j6ei2p2vo5hnt09.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/j6ei2p2vo5hnt09t1445584634.jpg/220"">"
追凶20年,8.0,True,主演：周海媚 张达明 李灿森 谢君豪 邹凯光,878万,"<a href=""https://v.qq.com/x/cover/u4iz4wd0e7a4c81.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/u4iz4wd0e7a4c811523516158/220"">"
超级终结者,8.0,True,主演：马尔科姆·麦克道威尔 斯泰西·基齐 帕特里克·基尔帕特里克 帕姆·格里尔 Bradley Gregg Traci Lind,155万,"<a href=""https://v.qq.com/x/cover/08wx9aq1hvfnnki.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/08wx9aq1hvfnnki1550197925/220"">"
第一书记,8.0,True,主演：何冰 徐帆 蒋雯丽 杨立新 宋丹丹,28万,"<a href=""https://v.qq.com/x/cover/etxee8o8vi227m3.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/etxee8o8vi227m3t1444830778.jpg/220"">"
猫狗大战,8.0,True,主演：杰夫·高布伦 伊丽莎白·帕金斯 亚历山大·波洛克,473万,"<a href=""https://v.qq.com/x/cover/a80quwmlvtxxjla.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/a80quwmlvtxxjlat1444781425.jpg/220"">"
猛鬼佛跳墙,8.0,True,主演：董骠 李丽珍 Loletta Lee 何启南,1018万,"<a href=""https://v.qq.com/x/cover/ec8escgb0j8tagp.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ec8escgb0j8tagp1550200066/220"">"
海神号,8.0,True,主演：乔什·卢卡斯 库尔特·拉塞尔 杰茜达·芭瑞特 理查德·德莱福斯 埃米·罗森,380万,"<a href=""https://v.qq.com/x/cover/cvmn4rr03zgv8ak.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/cvmn4rr03zgv8akt1444809924.jpg/220"">"
英雄无泪,8.0,True,主演：傅声 尔冬升 赵雅芝 谷峰,790万,"<a href=""https://v.qq.com/x/cover/nwksylujbbh258y.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/nwksylujbbh258y1523257016/220"">"
请在鼓掌的时候离开,8.0,True,主演：郑在泳 金智秀 郑栋焕 车胜元 申河均,79万,"<a href=""https://v.qq.com/x/cover/pankyjwst1egfsd.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/pankyjwst1egfsd1523359811/220"">"
